text;target
vacina contra a covid adiar a segunda toma pode ser o mal menor mas também o maior dos males adiar a segunda toma da vacina contra a covid permitiria vacinar muito mais pessoas o que por um lado seria bom porque o número de vacinas será ain;0
não faz sentido na minha cabeça essa demora toda pra vacinar o povo eh sério na minha memória os planos de vacina de antigamente eram muito mais rápidos serase eu criei uma lembrança falsa;0
eu já sei como imobilizar a elis quando tiver que levá la ao veterinário no próximo mês e parar de passar vergonha são sempre três pessoas pra uma gata de kg tomar uma vacina;0
qto maior a circulação do vírus maior quantidade de infectados e maior a probabilidade de mutações perpetuando a doença mtas doenças virais são controladas com adesão em massa a vacinação qdo diminui o número de vacinados ocorrem novos surtos sarampo parece ser um exemplo;0
ué pode nem escolher mais escolher não tomar uma vacina agora e ser otario;2
o kanye do ano passado ia ficar doido falando q vacina é coisa do diabo com chip;2
brasil sem dúvidas até a universidade mcgill do canadá trabalha com checadores e tem zero de credibilidade piada né a vacina é uma conspiração globalista;2
tem um menino da minha sala que ele falou que não toma vacina com pq tem medo de pega o corona alguém explica;2
sakura chan o negócio agora é voto impresso ivermectina já não se fala mais pq a vacina é remédio inútil não recebeu no gado zap;2
nossa anitvaxxer vai longe pra se justificar vem a bee postar que confia no seu sistema imunológico e por isso n vai tomar a vacina criatura só n vai ficar saindo por aí criar variante pra cagar c role de quem se cuida é muito escroto cara pensar q isso é uma escolha;2
mas o que é isso que estamos vivendo era só o que faltava as pessoas serem obrigadas a tomar uma vacina experimental pqp;2
emilio diz que as pessoas não querem tomar a vacina coronavac e é verdade lamentávelmente as pessoas dão valor a político que engana e distorce os fatos sobre a eficácia e a segurança da vacina;2
marcospsp mas você fala que não é com base em nada provavelmente só por causa de política imagina que viesse alguém falando que vacina não resolve a pandemia e sugerindo uma solução inexistente discordando dos técnicos;2
se gostei um dia dele desgostei por ter recusado a tomar vacina negacionismo matou meio milhão de pessoas aqui muito vidas poderiam ter sido evitadas;2
hoje tive que ouvir de um pastor que deus o revelou em oração que todos aqueles que tomaram vacina conta covid irão morrer de câncer ahh vai tomar vergonha na sua cara ne;2
vacina experimental neste momento é uma irresponsabilidade;2
medina fora do mundial de surf pq não quis tomar vacina nunca ter torcido por esse merda é muito gratificante na moral;2
no prédio onde a minha mãe trabalha tem uma moradora que falou que não vai tomar porque a vacina vai mudar o nosso dna quando minha mãe falou isso eu fiquei;2
não quero tomar essa vacina;2
eu n vou tomar vacina pq n vai adiantar nada tu me superou na burrice em nega;2
é muito caro esse modelo barato era colocar um dolar em cada dose de vacina enquanto enfiava essa lorota e remedio sem eficácia no povo;2
a pergunta que fica essa é a cara do anti vacina anti ciência negacionista;2
estou tendo reação da vacina não recomendo;2
pânico desnecessário só piora a situação reduzindo a imunidade se os jovens não saem para a rua não trazem proteção aos idosos para quê cancelar aula presencial por último claro essa vacinação serviu de nada já que veio da china o alerta geral;2
hahahaha você deve ser o primeiro na fila de vacinação perguntando qual vacina estão aplicando eu não tomo coronavac nunca;2
por isso eu odeio tomar vacina;2
amém se nem a anvisa e oms confiam nessa vacina imagina eu né;2
cleberjf se tem estudos que comprovam que funciona pq o mundo inteiro não se aprofundou nesse estudo seria mais barato e rápido doq a vacina;2
unlucky o cara é obrigado a tomar uma vacina experimental porque vcs querem já ouviram falar em uma coisa chamada livre arbítrio se a fucking vacina funciona é simples toma e fica na sua por que ter medo de quem não se vacinou se você confia na picada milagrosa;2
alô a ditadura do stf obriga a vacinar mas não era meu corpo minhas regras vacina experimental não pode ser obrigatória;2
vou fugir dessa vacina;2
vacina ao de adolescentes e serio q vc esta defendendo essa loucura vc e muito burro ate a oms q vcs tanto amam ja condenou essa bizarrice submeter adolescentes saudaveis que em por cento passam pela covid sem qualquer problema a uma vacina experimental burro;2
que coisa mentirosa a vacina não vai salva ninguém vai deixar todo homem broxa;2
e mil pessoas morrerem por causa de vacina negada e superfaturada é oq crescimento populacional;2
gente eu nao quero tomar vacina eu odeio agulha vou chorar unheeee;2
penso que serei a única humana a não tomar essa vacina fujo para as montanhas;2
essa vacina não imuniza coisa alguma se imunizasse não precisaria de reforço vacina sem nenhuma segurança sem testes necessários feito nas coxas com varios casos graves de reação laboratórios estão lucrando horrores com isso estão se lixando para a população;2
absurdo se no futuro der problema de saúde nas pessoas por causa dessa vacina feita nas coxas e que não tem eficácia comprovada eles serão os responsáveis resposta não querem nem saber;2
patriotas e anons que estão por dentro dos planos conhecem algum advogado que possa me ajudar com um documento para não tomar a vacina já quero me preparar antes tá empresa me pressione;2
vacinar crianças que sequer fazem parte dos grupos de risco da covid deveria ser crime a vacina é experimental ele vai usar as crianças como cobaias;2
prezado peço seu apoio não podemos aprovar esse passaporte sanitário vacina experimental não pode ser obrigatória não podemos esquecer os crimes cometidos em nome da ciência nazista código de nurembergue não pode ser letra morta liberdade;2
tava vendo jornal e vi que das pessoas internadas com covid não tomaram nem uma dose se quer de vacina mas sim filha da puta a vacina é pra te enfiar um chip no rabo pra te transformar em jacaré e tudo mais não é pra te proteger em um coletivo não imagina;2
então minha filha tbm não quer tomar a vacina negacionismo puro;2
eu não quero tomar vacina e ninguém pode ser criticado discriminado por não querer tomar a vacina;2
médicos após avaliação orientam por escrito que seu paciente em questão não deveria ser cobaia em vacina experimental por risco não calculado entendeu tem dado certo;2
n me vou tar a injectar pra nada aquilo não é uma vacina;2
inveja matar e destrói viu e a vacina não fuciona kkkk vcs são de kkkkk;2
acho que todos que se sentem necessitados devem tomar mas acho que tbem tenho que ter o meu direito de não tomar se achar que não preciso e por isso não acho que to colocando a vida de ninguem em risco;2
eu odeio vacina odeio;2
as frases não se justifica a pressa pela vacina não vamos comprar a vachina chega de mimimi se não quiser tomar cloroquina toma tubaína se tomar vacina e virar jacaré não é problema meu etc;2
você não está sozinha colega não tomo essa vacina experimental nem por decreto não sou cobaia;2
tomar vacina eo crlh porra nos e imune a essa praga;2
que loucura submeter adolescentes a uma vacina experimental;2
não deu p tomar vacina mano pelo menos eu tenho q dormir;0
eu nao entendo essa galera que a empresa tem que obrigar a vacinar pra eles tomarem a porra da vacina;0
quem não puder tomar isso agora já pode abrir mão da vida é isso que esses indigentes lobistas de vacina estão querendo dizer no mundo todo vê o caso do baterista do the offspring recomendação médica para não tomar demitido da banda;0
e quem arca com as consequências da vacina obrigatória se a vacina proteje ponto se vacine e você estará protegida quem não se vacina assume a responsabilidade essa será a punição agira se a vacina nao proteje então obrigar é atitude antidemocrática;0
amanhã eu vou comer o cu do bolsonaro quando eu tomar a vacina;1
tô na merda com a reação dessa vacina;0
conheço gente que tomou essa vacina clandestinamente aí tomou no braço direito e não deram o cartão comprovando nada e tipo sem necessidade já está na faixa etária da pessoa desde a semana passada;0
negacionista e egoísta não quer entender que vacinação é um ato coletivo vai sair roteando covid aprendi contigo pra quem ainda não se vacinou;1
vc nem sabe o que é o voto impreso vc é só uma retardada que vai contra tudo que o bolsonaro falar se o bolsonaro falar que vacina é bom sua estupidez é capaz de não deixar vc se vacinar vc é o fruto da patria educadora um cérebro vázio;0
meu braço tá doendo já tô sentindo que essa vacina vai me da reação;0
essa vacina tá me humilhando q febre é essa;0
essa vacina doida começou a fazer efeito agora cheio de dor de cabeça e no corpo pqp;0
triste não ter tomado a vacina certeza que agora vai tomar uma lição;1
triste por não poder tomar a vacina amanhã mas jaja vou poder;1
não deveria nem parcipar das olimpíadas um monte de gente esperando ansiosos pela sua chegada na vez para poder se proteger ficar saudável e esse otário se recusando a vacina não é só para cuidar da sua saúde em si mas proteger também aquele que está ao seu redor;1
pqp após tomar a vacina não tive reação nenhuma graças a deus mais também o braço não presta mais não dor infeliz;1
meu jesus eu não acredito que tomei vacina;1
que rua seu besta uma dúzia de gado pingado histérico o povo quer vacina trabalho e saúde não essa bobagem que vcs tiraram do esgoto;1
e melhor prevenir que remediar não perdes nada em tomar a vacina só sais a ganhar até porque não pagas absolutamente nada e sinceramente duvido muito que passe de uma conspiração qualquer;1
braga vamos nos unir para protestar contra a corrupção da vacina de bolsonaro;0
os meus parente perguntando se eu tomei a vacina pq eu não postei nada eu não posto nada da minha vida kkkkk já tomei as dose da vacina;1
eu concordo plenamente com a jennifer aniston em cortar relações com as pessoas que negam a eficácia da vacina contra o covid sem tempo para os negacionista dos fatos;1
vou ficar mt puta se meu carnaval for adiado por causa desses cornos q n querem tomar vacina;0
ai q merda tava pesquisando e em cada pessoas q tomaram essa vacina parecem ter os seus sintomas supostamente deve durar no máximo dias;0
fico revoltado demais com esse tanto de gente que se nega a tomar vacina tanta gente querendo essa porra e uma porrada de idiota negando um privilégio desse;1
nem acredito que vou tomar a vacina;1
de acordo com a agência mr a vacina é segura e eficaz se duvida vá lá discutir com eles;1
bota essa porra toda quando eu tomar a vacina vou lançar essa;1
legal vi um menina de anos tomando vacina hoje e eu com não tomei ainda;1
pelo que explicaram numa reportagem na tv é que a vacinação é recomendada mas não é obrigatória e quem aparentar estar doente entra em quarentena e é observado deveria ser obrigatório e motivo de expulsão não se vacinar mas;0
depois que eu tomar vacina esse vai ser meu estado de espirito;1
dia chega nunca quero tomar a vacina logo;1
ninguém me avisou que a vacina antes de imunizar ela tbm te da depressão mds que leseira;0
lszm ela ta recebendo hate por se afastar de quem não vai tomar a vacina;0
cara nem acredito que posso tomar a vacina segunda já;1
caralho essa vacina parece que me jogaram da estratosfera pqp;0
ba achei que tava sentindo a reação da vacina mas daí lembrei que não tomei a vacina hoje;0
eu prefiro tomar vacina mas tem quem prefira tomar no cloroquina;1
infelizmente a gente não vive numa democracia pra eu poder expôr abertamente o que quero e desejo pra quem não toma vacina pq não quer;0
eu não acredito que eu vou vacinar e por isso estou incapaz de dormir pq quando eu acordar teoricamente vai ser o dia da vacina e eu simplesmente não consigo acreditar;1
nossa mó texto pra falar q vai tomar a vacina bicho;1
agora tudo faz sentido papai do céu já estava prevendo que ele não iria tomar vacina e tirou dele o título que poderia ser dele;0
se eu tomar a vacina e n desmaiar por causa da agulha vou fazer tatuagens e tomar anabolizante fds;0
é mas o pico do corona aumentou nos eua as pessoas voltaram a ter corona vírus nós eua por não tomarem vacina;0
o pessoal se incomoda até com o povo tirando foto tomando vacina tem que tirar foto mesmo essa porra foi negada mais de x essa doença maldita matou tanta gente foi uma luta imensa pra essa vacina chegar pra gente;1
eu já tenho sempre sono por natureza mas esta vacina está a dar cabo de mim;0
até que em fim vou tomar essa vacina;1
tomem a porra da vacina caralho;1
porra a vacina está dando porrada no meu corpo;0
vacina me destruiu e não foi pouco;0
meu medo de agulha não vai superar a alegria que eu vou sentir quando eu tomar a vacina nao vai;1
tomem a porra da vacina caralho principalmente vocês que são o próprio covid perambulando em rolê por aí;1
algumas pessoas decidiram não tomar a vacina da covid e se arrependeram depois os imunizantes diminuem muito as chances de infecção hospitalização e mortes;0
nem acredito q vou tomar minha vacina eu esperei tanto por esse momento;1
nao to nem acreditando que eu vou tomar vacina caralho to muito feliz;1
esperei tanto pra tomar a vacina e não vou estar aqui pra tomar ela no dia certo kkkkkkk que odiooo;1
tomei vacina contra covid e nem senti a agulha tô me tornando aquilo que eu mais abominava a pessoa que toma vacina sem expressão;1
não tô sentindo absolutamente nada depois que tomei a vacina;0
até os marombeiro tão fazendo campanha de vacinação pra covid e você aí se recusando a tomar vacina;0
aí meu deussss nem acredito que vou tomar a vacina segundaaaaa;1
acho que não vou conseguir tomar vacina aqui no rio era sábado que vem;0
nem acredito que tomei a vacina velho;1
estou completamente derrubada pelos efeitos colaterais da vacina;0
deus me livre correr o risco da vacina não funcionar tem foto sim finalmente chegou minha vez vivaaciência sus;1
pesquisas apontam que tomar vacina vicia tomei a primeira dose e já quero a segunda;1
vou tentar toma minha vacina amanhã;1
imunizado se não por você mas pelo próximo tome as duas doses vacina boa é vacina no braço em lá onde deus é minha força;1
papo reto eu só volto pro presencial quando eu tiver tomado as duas doses da vacina;1
amanhã é meu dia de tomar a vacina tô feliz pra krl;1
amanhã é dia de passar vergonha no posto pois tenho medo de vacina mas vamo que vamo importante que minha vez chegou kkkk;1
sim tomei nossa eu to morrendo de do no braço que tomei a vacina e no corpo além de moleza me derrubou mas to feliz por isso;1
eh sério q tem gente q reclama de quem posta foto tomando vacina crl vcs são o que euein eh uma vitória ter vacina tem que postar mesmo e ainda gritar fora bolsonaro nao fode;1
to muito sociável hoje o que a alegria de tomar vacina não faz com uma mulher;1
a vacina tá vindo aí nem acredito;1
pensando nela na vacina;1
vou tomar vacina semana que vem amanhã ja da pra agendar;1
tomei a vacina hoje cedo e agora nem sentir meu braço eu sinto mais;1
efeitos pós vacina braço dolorido e calafrios mas me sinto muito feliz por estar vacinada;1
tambem quero tomar a vacina mas ainda nao tenho idade;1
nunca pensei que eu fosse ficar feliz e ansiosa pra tomar uma vacina;1
hoje tomei a primeira dose da vacina dei um grito tão gostoso de fora bolsonaro que a enfermeira disse você é luz kkkkkkk;1
todo esse sensacionalismo da mídia esquerdista contra essa gripezinha eu só fui tomar vacina pra provar que não tem nada a ver essa história omitosabemais;2
sai fora seu esquerdopata nojento agora vem com esse mimimi de vacina seu idiota nojento o brasil já vacinou mais que muitos países seu babaca;2
ss aqui eu vi casos de pessoas q tomaram a vacina e comecaram a passar mal um parente meu idoso foi internado e passou para quem morava com ele;2
não tô confiando mais nessa merda de vacina do covid é a msm coisa que nada;2
eu sou contra a vacina por um único motivo nenhuma é segura e quem ignora esse fato está aterrorizado;2
com tratamento precoce não precisamos de vacina;2
af quero ver a sua cara quando no final do ano você perceber que a vacinação não adiantou de porra nenhuma e o governo ainda vai fazer lockdown no mundo inteiro;2
vão achando que a vacina imuniza eu vendo pessoas próximas que já tomou e estão com a doença;2
pra que vacina se temos a cloroquina descoberta pelo nosso querido estudioso jair bolsonaro;2
e meu paciente que disse que não ia tomar vacina mas já tomou ivermectina hoje e a outra disse que não faz questão de tomar pq a vacina é do japão e a paciência de tentar explicar o contrário;2
além do fato que vacinação não garante absolutamente nada caixinha de surpresa;2
a única vacina que presta é a cloroquina todo mundo sabe;2
de cara que o elon musk vai colonizar marte e eu nao vou tomar essa porra de vacina caralho bolsonaro volta pro utero da tua mae porra faz esse favor ai porra;2
esse tipo de vacina eu não uso nem que a anvisa libere;2
o povo não quer vacina quer trabalhar e tratamento precoce;2
eu sou contra a vacinação universal;2
e essa bosta de vacina vai dar origem a novas cepas que ela não conseguirá combater;2
uma bosta de vacina que supostamente imujiza agora avisaram que tem que tomar doses dessa bosta;2
eu não disse que vacina é inútil tem gente que vacina e pega o vírus de novo e o gado fazendo fila pra tomar essa bosta de vacina;2
a hidroxicloroquina é a melhor vacina do mundo;2
sou negacionista sim não vou tomar uma vacina experimental para favorecer essa esquerda maldita se tiver que pegar covid de novo que seja pela natureza e não por laboratório;2
nem a pau que eu vou tomar vacina já tomo ivermectina e tá funcionando;2
não sei se quero levar essa vacina de merda;2
vacina de merda eu não tomo;2
agr ta ai anos alto risco podia ter se vacinado mas n foi pq não vou me vacinar com essa vacina de merda ai;2
vacina de merda o povo toma e é infectado em seguida;2
eu não fui vacinados mas tomo ivemectina tu fica ai com a porra da tua vacina de merda que faço meu tratamento;2
pmc tratamentoprecocesalvavidas ivermectinasalvavidas parem de esperar por uma vacina de merda sejam inteligentes tomem ivermectina falam que mesmo tomando vc pega isso significa que não tem eficiencia e não é segura ivermectina é segura;2
idiota é vc que acredita nessa vacina de merda otário vai tomar no seu cu quem é pobre precisa trabalhar e acabou ou vc vai sustentar todos nós até inventarem um tratamento que preste vai falar bosta na casa do caralho;2
se forem investigar deve baixar bem esse número de mortes vc é patético com essa vacina de merda que não imuniza nada a pessoa toma a vacina do governador e tem que continuar tomando as mesmas precauções;2
sim compra cloroquina e ivermectina e dispensa a vacinação tbm;2
oficial me arrepia esses esquerdinhas falando falam como se a vacina fosse cura falam como se as pessoas não fossem mais adoecer que cegueira é essa;2
eu sou contra a vacina e graças a deus que o presidente foi bem claro que a vacina não é obrigatório;2
sou contra a vacinação não pretendo me vacinar não faz sentido me chamar de negacionista vou dar um exemplo de negacionismo negar tratamento aos primeiros sintomas da peste chinesa;2
eu sou contra vacina quando não existe vacina e eficácia;2
puta merda vocês esquerdistas são chatos para caralho foda se se e vacina spray comprimido contra gotas eu quero e voltar ao normal nessa porra;2
grt não sigo seita sra sigo minhas convicções quem segue seita são vocês esquerdistas não vou tomar vacina por que já tive a doença e não vou tomar algo experimental o conceito de vacina é criar um ambiente controlado para que seu corpo reaja ao patogêno eu já passei por isso;2
essa vacina não presta para nada só para envenenar a população para pegar o vírus com mais facilidade;2
essa vacina não presta e ele está certo só trouxa toma essa porcaria;2
eu sei disso infelizmente e no fim quando todos perceberem o que já sabemos que essa vacina não presta virá a famosa frase bolsonaro tem razão novamente;2
cês tem ideia que meu tio tá na idade de vacinar e disse que não vai porque é bolsonarista e essa vacina não presta eu tô é no chão com esse absurdo;2
o meu pai tem pressão alta e hoje finalmente chegou a vez dessas pessoas fazerem a vacina aqui e ele simplesmente não quer fazer segundo ele essa vacina não presta pra nada e não é isso que vai salvar ele ou impedir de morrer por causa do vírus não dá pra acreditar;2
uruguai aumentou números de infectados e óbitos mais da metade da população vacinada com a coronavac adiantou essa vacina não presta pra nada;2
real tô falando esses caras não tem limites essa vacina não presta pra nada;2
aí depois fica ain vacina não dá certo coronavac tem eficácia baixa demais serve pra nada etc;2
mais um dia com o gado acreditando no vírus fake e querendo ser cobaia do governo pra tomar essa bosta de vacina inútil;2
não adianta contar com vacina até pq deixar o vírus circular entre vacinados vai tornar a vacina inútil tem que esquecer que vacina existe;2
izaura um exemplo de luta e resistência contra a vacina inútil da covid;2
vacina que não é válida para viajar não é homologada pra que então inútil igual a pessoa que corre atrás dessa vacina inútil;2
e eu que vou nem tomar a vacina do corona e nem da influenza nem tão cedo enfim a inutil da sociedade;2
malveira se isso for mesmo fato é inutil vacinar a população pois a tecnologia da vacina foi desenvolvida com a primeira onda de vírus;2
para quê porquê vacinar a população não idosa e não frágil porquê submeter da população inutilmente a riscos e danos potenciais só para nutrir os lóbis;2
pelo contrario vacinando grande parte da população inutilmente trava se a imunidade natural de grupo sacrificamos inutilmente da população para nada e com os danos inerentes à vacina da qual desconhecemos tudo;2
nao vou tomar essa bosta de vacina ainda mais que precisa ter a dose;2
não vou tomar vacina;2
se soubesse não tinha tomado aquela puta daquela vacina tou há uma semana com efeitos secundários ando todo desmontado;2
rio amigo é a vacina coranavac que não funciona estão morrendo idosos;2
se tomar vacina vira um jacagado;2
antagonista se este público com menos risco após a vacinação começar a ter efeitos colaterais mais sérios que o covid o que será fakenews vão voltar e reescrever o desmentido;2
eu odeio tomar vacina;2
não tome vacina amh eles vão implantar um chip em vc fechadocombolsonarosempre;2
deus te guarde e anule essa vacina do sei organismo;2
não vou tomar vacina nunca;2
eu não tomei e nem pretendo tomar vacina já tive o e não tô afim de tomar e nem meu filho de anos só q ele fez uma entrevista de emprego e perguntaram pra ele se já tinha tomado a vacina;2
vacina não presta não presta presta pra erradicar os ignorantes voudecloroquina;2
jovem não precisa se vacinar garcia alexandre alexandregarcia cnn covid vacina sus;2
antagonista um absurdo chegou a falar sobre a possibilidade da vacina de mudar o dna das pessoas;2
minha mãe teimando que não vai tomar a vacina pq ela mata pq tão querendo fazer uma dissimacao sla como escreve na população hilário minha mãe acredita tudo na internet e sempre na religião é impressionante é foda bixo;2
vacina porra nenhuma não quero vacina experimental;2
se ele disse que a vacina não funciona não é fake news o tarcísio meira morreu após ter se iludido com a imunização da coronavac;2
nao peguei covid até agora e não vou tomar essa vacina e vou acabar ficando mal qer ver só visualiza;2
meu tio aqui dizendo q a vacina abre espaço pra outras doenças entrarem no nosso corpo e matar a gente no final;2
antagonista a fake news segundo o antagonista na minha opinião de leigo no assunto as crianças não precisam tomar a vacina as estatísticas mostram isso;2
marc se a vacina fosse segura vc não estaria preocupada sinal que nem vc confia eu tb não gostaria de trabalhar ao lado de alguém que está em um procedimento experimental mas nem por isso tentaria impor medidas sancionais sobre ela;2
já não ia tomar a vacina emilly vai e mi manda um áudio chorando de dor com as reações não vou tomar mesmo fi;2
vou toma essa vacina não;2
eu sou contra a vacinação dos adolescentes essa praga tem que acabar;2
sbtrio augusto jornalismo sujo kaozeira mentirosa se a maioria esta vacinada como isso é a lacracão da vacina um detalhe minha mãe morreu com a vacina e tarcisio meira e agnaldo timóteo tb;2
só tão fazendo isso pq deve tá com a vacina estocada pq ninguém quer tomar aí fazem esse fake news para tomarem a coronavac q ninguém quer tomar;2
sbtrio augusto jornalismo sujo atenção não tomem essa vacina assassina matou minha mãe e os idosos que é a maioria das mortes não somos cobaia;2
não sabemos se estas vacinas irão funcionar bill gates porque então obrigar a vacinar;2
vai levar seu filhinho inocente tomar a vacina depois você me conta se pra adultos ela teve uma reação forte imagina para crianças é experimental ainda eu não colocaria ninguém da minha família em risco;2
não tome a vacina não recomendo;2
eu não quero tomar vacina e as pessoas estão me enchendo o saco agora na hora de pagar minhas contas ninguém apar tomar no cu negacionista do caralho;2
vejo que o maior problema aí é a coronavac uma vacina com estudo cheio de problemas fraude no processo;2
e hoje eu fui tomar a vacina e tinha dois caras do meu lado um de e outro de os dois falando uma teoria muito louca falaram que a vacina pode ter uma substância química e o governo pode ativar ela em nosso corpo e todos morrem menos aqueles que não tomaram;2
a vacina é plano maligno da nova ordem mundial me sentindo nós anos com aquele negócio de illuminatis;2
s se a vacina funcionasse mas já estamos indo para a terceira dose kkkkkkkk eu não tomei e nem tomo não vou a estádio mesmo fdc quem tomou essa porcaria eu já peguei a peste chinesa e tenho mais imunidade dos que os vacinados aposto com quem quiser;2
o antipapa francisco um filho do anticristo ordenou que os seguidores da seita do vaticano ii recebam a marca da besta vulgo vacina experimental em seus corpos agora a seita do vaticano ii não apenas mata almas mas irá matar pessoas incentivando as a tomar esse veneno;2
é porque bem teste a vacina não funciona simples o que está em jogo é controle;2
não tome vacina com chip e faça sinal de arminha com a mão;2
meus filhos não são cobaia essa vacina é experimental não se sabe os efeitos a longo prazo não se sabe de qto em qto tempo tem que tomar inclusive agora tem a a dose pq até isso ainda é teste seria absurdo submeterem as crianças a isso;2
pontx l itad s l n gente doente usando uma vacina imaginando que estarão protegidas continuarão doentes com uma substância manipulada ao ponto da toxicidade no corpo sem poder cobrar aqueles que a produziram sem poder dizer que não sabia nem gado é assim eles ainda tentam fugir;2
